"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Food and non-alcoholic beverages (COICOP 01)","%","-0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Food (COICOP 01.1)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Bread and cereals (COICOP 01.1.1)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Meat (COICOP 01.1.2)","%","-1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Fish and seafood (COICOP 01.1.3)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Milk, cheese and eggs (COICOP 01.1.4)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Oils and fats (COICOP 01.1.5)","%","0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Fruit (COICOP 01.1.6)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Vegetables (COICOP 01.1.7)","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","%","-1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Food products n.e.c. (COICOP 01.1.9)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Non-alcoholic beverages (COICOP 01.2)","%","0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Coffee, tea and cocoa (COICOP 01.2.1)","%","-0.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Alcoholic beverages, tobacco and narcotics (COICOP 02)","%","2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Alcoholic beverages (COICOP 02.1)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Spirits (COICOP 02.1.1)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Wine (COICOP 02.1.2)","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Beer (COICOP 02.1.3)","%","-2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Tobacco (COICOP 02.2)","%","4.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Clothing and footwear (COICOP 03)","%","-3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Clothing (COICOP 03.1)","%","-2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Clothing materials (COICOP 03.1.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Garments (COICOP 03.1.2)","%","-2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Other articles of clothing and clothing accessories (COICOP 03.1.3)","%","-4.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Cleaning, repair and hire of clothing (COICOP 03.1.4)","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Footwear (COICOP 03.2)","%","-3.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Housing, water, electricity, gas and other fuels (COICOP 04)","%","6.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Actual rentals for housing (COICOP 04.1)","%","2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Maintenance and repair of the dwelling (COICOP 04.3)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","%","3.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","%","1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Water supply (COICOP 04.4.1)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Refuse collection (COICOP 04.4.2)","%","0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Sewerage collection (COICOP 04.4.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","%","2.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Electricity, gas and other fuels (COICOP 04.5)","%","13.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Electricity (COICOP 04.5.1)","%","12.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Gas (COICOP 04.5.2)","%","7.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Liquid fuels (COICOP 04.5.3)","%","30.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Solid fuels (COICOP 04.5.4)","%","4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Heat energy (COICOP 04.5.5)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Furnishings, household equipment and routine household maintenance (COICOP 05)","%","-0.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","%","0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Furniture and furnishings (COICOP 05.1.1)","%","0.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Carpets and other floor coverings (COICOP 05.1.2)","%","-0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","%",""
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Household textiles (COICOP 05.2)","%","-5.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Household appliances (COICOP 05.3)","%","5.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","%","5.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Repair of household appliances (COICOP 05.3.3)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Glassware, tableware and household utensils (COICOP 05.4)","%","-0.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Tools and equipment for house and garden (COICOP 05.5)","%","-1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Goods and services for routine household maintenance (COICOP 05.6)","%","-1.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Non-durable household goods (COICOP 05.6.1)","%","-4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Domestic services and household services (COICOP 05.6.2)","%","0.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Health (COICOP 06)","%","2.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Medical products, appliances and equipment (COICOP 06.1)","%","-1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Pharmaceutical products (COICOP 06.1.1)","%","-1.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","%","1.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Out-patient services (COICOP 06.2)","%","2.8"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Medical services and paramedical services (COICOP 06.2.1_3)","%","2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Dental services (COICOP 06.2.2)","%","4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Hospital services (COICOP 06.3)","%","3.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Transport (COICOP 07)","%","6.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Purchase of vehicles (COICOP 07.1)","%","6.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Motor cars (COICOP 07.1.1)","%","6.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","%","4.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Operation of personal transport equipment (COICOP 07.2)","%","8.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","%","2.9"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","%","11.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","%","2.6"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Other services in respect of personal transport equipment (COICOP 07.2.4)","%","10.4"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Transport services (COICOP 07.3)","%","-1.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Passenger transport by railway (COICOP 07.3.1)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Passenger transport by road (COICOP 07.3.2)","%","-0.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Passenger transport by air (COICOP 07.3.3)","%","-2.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Passenger transport by sea and inland waterway (COICOP 07.3.4)","%","6.5"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Combined passenger transport (COICOP 07.3.5)","%","0"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Other purchased transport services (COICOP 07.3.6)","%","4.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Communications (COICOP 08)","%","0.3"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Postal services (COICOP 08.1)","%","2.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Telephone and telefax equipment and services (COICOP 08.2_3)","%","0.2"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Recreation and culture (COICOP 09)","%","1.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Audio-visual, photographic and information processing equipment (COICOP 09.1)","%","-2.1"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","%","-0.7"
"Average Annual Percentage Change in Harmonised Index of Consumer prices","2021","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","%",""
