"Statistic Label","Year","Item","UNIT","VALUE"
"Consumption of Personal Income at Current Market Prices","2018","CP06 - Health","Euro Million","4825"
"Consumption of Personal Income at Current Market Prices","2018","CP061 - Medical products, appliances and equipment","Euro Million","927"
"Consumption of Personal Income at Current Market Prices","2018","CP062 - Out-patient services","Euro Million","1661"
"Consumption of Personal Income at Current Market Prices","2018","CP063 - Hospital services","Euro Million","2237"
"Consumption of Personal Income at Current Market Prices","2018","CP07 - Transport","Euro Million","12303"
"Consumption of Personal Income at Current Market Prices","2018","CP071 - Purchase of vehicles","Euro Million","4314"
"Consumption of Personal Income at Current Market Prices","2018","CP072 - Operation of personal transport equipment","Euro Million","4822"
"Consumption of Personal Income at Current Market Prices","2018","CP073 - Transport services","Euro Million","3167"
"Consumption of Personal Income at Current Market Prices","2018","CP08 - Communications","Euro Million","2423"
"Consumption of Personal Income at Current Market Prices","2018","CP081 - Postal services","Euro Million","94"
"Consumption of Personal Income at Current Market Prices","2018","CP082 - Telephone and telefax equipment","Euro Million","273"
"Consumption of Personal Income at Current Market Prices","2018","CP083 - Telephone and telefax services","Euro Million","2055"
"Consumption of Personal Income at Current Market Prices","2018","CP09 - Recreation and culture","Euro Million","7218"
"Consumption of Personal Income at Current Market Prices","2018","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","370"
"Consumption of Personal Income at Current Market Prices","2018","CP092 - Other major durables for recreation and culture","Euro Million","11"
"Consumption of Personal Income at Current Market Prices","2018","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","1322"
"Consumption of Personal Income at Current Market Prices","2018","CP094 - Recreational and cultural services","Euro Million","3742"
"Consumption of Personal Income at Current Market Prices","2018","CP095 - Newspapers, books and stationery","Euro Million","721"
"Consumption of Personal Income at Current Market Prices","2018","CP096 - Package holidays","Euro Million","1053"
"Consumption of Personal Income at Current Market Prices","2018","CP10 - Education","Euro Million","1576"
"Consumption of Personal Income at Current Market Prices","2018","CP101 - Pre-primary and primary education","Euro Million","155"
"Consumption of Personal Income at Current Market Prices","2018","CP102 - Secondary education","Euro Million","170"
"Consumption of Personal Income at Current Market Prices","2018","CP103 - Post-secondary non-tertiary education","Euro Million","16"
"Consumption of Personal Income at Current Market Prices","2018","CP104 - Tertiary education","Euro Million","1139"
"Consumption of Personal Income at Current Market Prices","2018","CP105 - Education not definable by level","Euro Million","95"
"Consumption of Personal Income at Current Market Prices","2018","CP11 - Restaurants and hotels","Euro Million","14560"
"Consumption of Personal Income at Current Market Prices","2018","CP111 - Catering services","Euro Million","12473"
"Consumption of Personal Income at Current Market Prices","2018","CP112 - Accommodation services","Euro Million","2087"
"Consumption of Personal Income at Current Market Prices","2018","CP12 - Miscellaneous goods and services","Euro Million","8606"
"Consumption of Personal Income at Current Market Prices","2018","CP121 - Personal care","Euro Million","2741"
"Consumption of Personal Income at Current Market Prices","2018","CP123 - Personal effects n.e.c.","Euro Million","625"
"Consumption of Personal Income at Current Market Prices","2018","CP124 - Social protection","Euro Million","961"
"Consumption of Personal Income at Current Market Prices","2018","CP125 - Insurance","Euro Million","1717"
"Consumption of Personal Income at Current Market Prices","2018","CP126 - Financial services n.e.c.","Euro Million","1941"
"Consumption of Personal Income at Current Market Prices","2018","CP127 - Other services n.e.c.","Euro Million","525"
"Consumption of Personal Income at Current Market Prices","2018","Households Expenditure on Goods and Services in Ireland","Euro Million","98244"
"Consumption of Personal Income at Current Market Prices","2018","Total Expenditure of Households (National Concept)","Euro Million","99085"
"Consumption of Personal Income at Current Market Prices","2018","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","2059"
"Consumption of Personal Income at Current Market Prices","2018","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","6350"
"Consumption of Personal Income at Current Market Prices","2018","CP141 - Government - Housing","Euro Million","650"
"Consumption of Personal Income at Current Market Prices","2018","CP142 - Government - Health","Euro Million","4325"
"Consumption of Personal Income at Current Market Prices","2018","CP143 - Government - Recreation & Culture","Euro Million","0"
"Consumption of Personal Income at Current Market Prices","2018","CP144 - Government - Education","Euro Million","856"
"Consumption of Personal Income at Current Market Prices","2018","CP145 - Government - Social Protection","Euro Million","519"
"Consumption of Personal Income at Current Market Prices","2018","Expenditure outside the State","Euro Million","5893"
"Consumption of Personal Income at Current Market Prices","2018","Expenditure by non-residents","Euro Million","5052"
"Consumption of Personal Income at Current Market Prices","2018","158. Personal consumption of goods and services at current market prices","Euro Million","107494"
"Consumption of Personal Income at Current Market Prices","2018","159. Taxes on personal income and wealth","Euro Million","34536"
"Consumption of Personal Income at Current Market Prices","2018","160. Total personal expenditure","Euro Million","142030"
"Consumption of Personal Income at Current Market Prices","2018","160.1 General Government expenditure on goods and services provided to Households (= Social transfers in kind via non-market production by Government D631)","Euro Million","20132"
"Consumption of Personal Income at Current Market Prices","2018","160.2 Actual Individual Consumption at current market prices (= items 158 + 160.1)","Euro Million","127626"
"Consumption of Personal Income at Current Market Prices","2019","CP01 - Food and non-alcoholic beverages","Euro Million","9826"
"Consumption of Personal Income at Current Market Prices","2019","CP011 - Food","Euro Million","8897"
"Consumption of Personal Income at Current Market Prices","2019","CP012 - Non-alcoholic beverages","Euro Million","929"
"Consumption of Personal Income at Current Market Prices","2019","CP02 - Alcoholic beverages, tobacco and narcotics","Euro Million","5087"
"Consumption of Personal Income at Current Market Prices","2019","CP021 - Alcoholic beverages","Euro Million","2186"
"Consumption of Personal Income at Current Market Prices","2019","CP022 - Tobacco","Euro Million","1996"
"Consumption of Personal Income at Current Market Prices","2019","CP023 - Narcotics","Euro Million","906"
"Consumption of Personal Income at Current Market Prices","2019","CP03 - Clothing and footwear","Euro Million","4081"
"Consumption of Personal Income at Current Market Prices","2019","CP031 - Clothing","Euro Million","3314"
"Consumption of Personal Income at Current Market Prices","2019","CP032 - Footwear","Euro Million","767"
"Consumption of Personal Income at Current Market Prices","2019","CP04 - Housing, water, electricity, gas and other fuels","Euro Million","25854"
"Consumption of Personal Income at Current Market Prices","2019","CP041 - Actual rentals for housing","Euro Million","5343"
"Consumption of Personal Income at Current Market Prices","2019","CP042 - Imputed rentals for housing","Euro Million","16291"
"Consumption of Personal Income at Current Market Prices","2019","CP043 - Maintenance and repair of the dwelling","Euro Million","244"
"Consumption of Personal Income at Current Market Prices","2019","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","348"
"Consumption of Personal Income at Current Market Prices","2019","CP045 - Electricity, gas and other fuels","Euro Million","3629"
"Consumption of Personal Income at Current Market Prices","2019","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","4350"
"Consumption of Personal Income at Current Market Prices","2019","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","1353"
"Consumption of Personal Income at Current Market Prices","2019","CP052 - Household textiles","Euro Million","440"
"Consumption of Personal Income at Current Market Prices","2019","CP053 - Household appliances","Euro Million","397"
"Consumption of Personal Income at Current Market Prices","2019","CP054 - Glassware, tableware and household utensils","Euro Million","188"
"Consumption of Personal Income at Current Market Prices","2019","CP055 - Tools and equipment for house and garden","Euro Million","199"
"Consumption of Personal Income at Current Market Prices","2019","CP056 - Goods and services for routine household maintenance","Euro Million","1773"
"Consumption of Personal Income at Current Market Prices","2019","CP06 - Health","Euro Million","5101"
"Consumption of Personal Income at Current Market Prices","2019","CP061 - Medical products, appliances and equipment","Euro Million","1007"
"Consumption of Personal Income at Current Market Prices","2019","CP062 - Out-patient services","Euro Million","1741"
"Consumption of Personal Income at Current Market Prices","2019","CP063 - Hospital services","Euro Million","2354"
"Consumption of Personal Income at Current Market Prices","2019","CP07 - Transport","Euro Million","12713"
"Consumption of Personal Income at Current Market Prices","2019","CP071 - Purchase of vehicles","Euro Million","4586"
"Consumption of Personal Income at Current Market Prices","2019","CP072 - Operation of personal transport equipment","Euro Million","4903"
"Consumption of Personal Income at Current Market Prices","2019","CP073 - Transport services","Euro Million","3224"
"Consumption of Personal Income at Current Market Prices","2019","CP08 - Communications","Euro Million","2422"
"Consumption of Personal Income at Current Market Prices","2019","CP081 - Postal services","Euro Million","92"
"Consumption of Personal Income at Current Market Prices","2019","CP082 - Telephone and telefax equipment","Euro Million","264"
"Consumption of Personal Income at Current Market Prices","2019","CP083 - Telephone and telefax services","Euro Million","2066"
"Consumption of Personal Income at Current Market Prices","2019","CP09 - Recreation and culture","Euro Million","7372"
"Consumption of Personal Income at Current Market Prices","2019","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","418"
"Consumption of Personal Income at Current Market Prices","2019","CP092 - Other major durables for recreation and culture","Euro Million","19"
"Consumption of Personal Income at Current Market Prices","2019","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","1075"
"Consumption of Personal Income at Current Market Prices","2019","CP094 - Recreational and cultural services","Euro Million","3886"
"Consumption of Personal Income at Current Market Prices","2019","CP095 - Newspapers, books and stationery","Euro Million","771"
"Consumption of Personal Income at Current Market Prices","2019","CP096 - Package holidays","Euro Million","1203"
"Consumption of Personal Income at Current Market Prices","2019","CP10 - Education","Euro Million","1667"
"Consumption of Personal Income at Current Market Prices","2019","CP101 - Pre-primary and primary education","Euro Million","158"
"Consumption of Personal Income at Current Market Prices","2019","CP102 - Secondary education","Euro Million","170"
"Consumption of Personal Income at Current Market Prices","2019","CP103 - Post-secondary non-tertiary education","Euro Million","16"
"Consumption of Personal Income at Current Market Prices","2019","CP104 - Tertiary education","Euro Million","1239"
"Consumption of Personal Income at Current Market Prices","2019","CP105 - Education not definable by level","Euro Million","84"
"Consumption of Personal Income at Current Market Prices","2019","CP11 - Restaurants and hotels","Euro Million","15149"
"Consumption of Personal Income at Current Market Prices","2019","CP111 - Catering services","Euro Million","12827"
"Consumption of Personal Income at Current Market Prices","2019","CP112 - Accommodation services","Euro Million","2323"
"Consumption of Personal Income at Current Market Prices","2019","CP12 - Miscellaneous goods and services","Euro Million","8609"
"Consumption of Personal Income at Current Market Prices","2019","CP121 - Personal care","Euro Million","2639"
"Consumption of Personal Income at Current Market Prices","2019","CP123 - Personal effects n.e.c.","Euro Million","759"
"Consumption of Personal Income at Current Market Prices","2019","CP124 - Social protection","Euro Million","1005"
"Consumption of Personal Income at Current Market Prices","2019","CP125 - Insurance","Euro Million","1374"
"Consumption of Personal Income at Current Market Prices","2019","CP126 - Financial services n.e.c.","Euro Million","2188"
"Consumption of Personal Income at Current Market Prices","2019","CP127 - Other services n.e.c.","Euro Million","548"
"Consumption of Personal Income at Current Market Prices","2019","Households Expenditure on Goods and Services in Ireland","Euro Million","102234"
"Consumption of Personal Income at Current Market Prices","2019","Total Expenditure of Households (National Concept)","Euro Million","103859"
"Consumption of Personal Income at Current Market Prices","2019","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","1788"
"Consumption of Personal Income at Current Market Prices","2019","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","6774"
"Consumption of Personal Income at Current Market Prices","2019","CP141 - Government - Housing","Euro Million","824"
"Consumption of Personal Income at Current Market Prices","2019","CP142 - Government - Health","Euro Million","4526"
"Consumption of Personal Income at Current Market Prices","2019","CP143 - Government - Recreation & Culture","Euro Million","0"
"Consumption of Personal Income at Current Market Prices","2019","CP144 - Government - Education","Euro Million","890"
"Consumption of Personal Income at Current Market Prices","2019","CP145 - Government - Social Protection","Euro Million","534"
"Consumption of Personal Income at Current Market Prices","2019","Expenditure outside the State","Euro Million","6692"
"Consumption of Personal Income at Current Market Prices","2019","Expenditure by non-residents","Euro Million","5066"
"Consumption of Personal Income at Current Market Prices","2019","158. Personal consumption of goods and services at current market prices","Euro Million","112422"
"Consumption of Personal Income at Current Market Prices","2019","159. Taxes on personal income and wealth","Euro Million","37324"
"Consumption of Personal Income at Current Market Prices","2019","160. Total personal expenditure","Euro Million","149746"
"Consumption of Personal Income at Current Market Prices","2019","160.1 General Government expenditure on goods and services provided to Households (= Social transfers in kind via non-market production by Government D631)","Euro Million","22092"
"Consumption of Personal Income at Current Market Prices","2019","160.2 Actual Individual Consumption at current market prices (= items 158 + 160.1)","Euro Million","134514"
"Consumption of Personal Income at Current Market Prices","2020","CP01 - Food and non-alcoholic beverages","Euro Million","10283"
"Consumption of Personal Income at Current Market Prices","2020","CP011 - Food","Euro Million","9397"
"Consumption of Personal Income at Current Market Prices","2020","CP012 - Non-alcoholic beverages","Euro Million","886"
"Consumption of Personal Income at Current Market Prices","2020","CP02 - Alcoholic beverages, tobacco and narcotics","Euro Million","5657"
"Consumption of Personal Income at Current Market Prices","2020","CP021 - Alcoholic beverages","Euro Million","2888"
"Consumption of Personal Income at Current Market Prices","2020","CP022 - Tobacco","Euro Million","1841"
"Consumption of Personal Income at Current Market Prices","2020","CP023 - Narcotics","Euro Million","928"
"Consumption of Personal Income at Current Market Prices","2020","CP03 - Clothing and footwear","Euro Million","3640"
"Consumption of Personal Income at Current Market Prices","2020","CP031 - Clothing","Euro Million","2911"
"Consumption of Personal Income at Current Market Prices","2020","CP032 - Footwear","Euro Million","730"
"Consumption of Personal Income at Current Market Prices","2020","CP04 - Housing, water, electricity, gas and other fuels","Euro Million","26179"
"Consumption of Personal Income at Current Market Prices","2020","CP041 - Actual rentals for housing","Euro Million","5437"
"Consumption of Personal Income at Current Market Prices","2020","CP042 - Imputed rentals for housing","Euro Million","16457"
"Consumption of Personal Income at Current Market Prices","2020","CP043 - Maintenance and repair of the dwelling","Euro Million","239"
"Consumption of Personal Income at Current Market Prices","2020","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","349"
"Consumption of Personal Income at Current Market Prices","2020","CP045 - Electricity, gas and other fuels","Euro Million","3697"
"Consumption of Personal Income at Current Market Prices","2020","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","3800"
"Consumption of Personal Income at Current Market Prices","2020","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","1057"
"Consumption of Personal Income at Current Market Prices","2020","CP052 - Household textiles","Euro Million","394"
"Consumption of Personal Income at Current Market Prices","2020","CP053 - Household appliances","Euro Million","451"
"Consumption of Personal Income at Current Market Prices","2020","CP054 - Glassware, tableware and household utensils","Euro Million","195"
"Consumption of Personal Income at Current Market Prices","2020","CP055 - Tools and equipment for house and garden","Euro Million","234"
"Consumption of Personal Income at Current Market Prices","2020","CP056 - Goods and services for routine household maintenance","Euro Million","1469"
"Consumption of Personal Income at Current Market Prices","2020","CP06 - Health","Euro Million","4715"
"Consumption of Personal Income at Current Market Prices","2020","CP061 - Medical products, appliances and equipment","Euro Million","1100"
"Consumption of Personal Income at Current Market Prices","2020","CP062 - Out-patient services","Euro Million","1684"
"Consumption of Personal Income at Current Market Prices","2020","CP063 - Hospital services","Euro Million","1931"
"Consumption of Personal Income at Current Market Prices","2020","CP07 - Transport","Euro Million","9968"
"Consumption of Personal Income at Current Market Prices","2020","CP071 - Purchase of vehicles","Euro Million","3833"
"Consumption of Personal Income at Current Market Prices","2020","CP072 - Operation of personal transport equipment","Euro Million","4494"
"Consumption of Personal Income at Current Market Prices","2020","CP073 - Transport services","Euro Million","1642"
"Consumption of Personal Income at Current Market Prices","2020","CP08 - Communications","Euro Million","2592"
"Consumption of Personal Income at Current Market Prices","2020","CP081 - Postal services","Euro Million","94"
"Consumption of Personal Income at Current Market Prices","2020","CP082 - Telephone and telefax equipment","Euro Million","252"
"Consumption of Personal Income at Current Market Prices","2020","CP083 - Telephone and telefax services","Euro Million","2247"
"Consumption of Personal Income at Current Market Prices","2020","CP09 - Recreation and culture","Euro Million","6256"
"Consumption of Personal Income at Current Market Prices","2020","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","481"
"Consumption of Personal Income at Current Market Prices","2020","CP092 - Other major durables for recreation and culture","Euro Million","18"
"Consumption of Personal Income at Current Market Prices","2020","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","1041"
"Consumption of Personal Income at Current Market Prices","2020","CP094 - Recreational and cultural services","Euro Million","3331"
"Consumption of Personal Income at Current Market Prices","2020","CP095 - Newspapers, books and stationery","Euro Million","779"
"Consumption of Personal Income at Current Market Prices","2020","CP096 - Package holidays","Euro Million","606"
"Consumption of Personal Income at Current Market Prices","2020","CP10 - Education","Euro Million","1703"
"Consumption of Personal Income at Current Market Prices","2020","CP101 - Pre-primary and primary education","Euro Million","159"
"Consumption of Personal Income at Current Market Prices","2020","CP102 - Secondary education","Euro Million","169"
"Consumption of Personal Income at Current Market Prices","2020","CP103 - Post-secondary non-tertiary education","Euro Million","16"
"Consumption of Personal Income at Current Market Prices","2020","CP104 - Tertiary education","Euro Million","1285"
"Consumption of Personal Income at Current Market Prices","2020","CP105 - Education not definable by level","Euro Million","75"
"Consumption of Personal Income at Current Market Prices","2020","CP11 - Restaurants and hotels","Euro Million","8787"
"Consumption of Personal Income at Current Market Prices","2020","CP111 - Catering services","Euro Million","7686"
"Consumption of Personal Income at Current Market Prices","2020","CP112 - Accommodation services","Euro Million","1102"
"Consumption of Personal Income at Current Market Prices","2020","CP12 - Miscellaneous goods and services","Euro Million","9285"
"Consumption of Personal Income at Current Market Prices","2020","CP121 - Personal care","Euro Million","2529"
"Consumption of Personal Income at Current Market Prices","2020","CP123 - Personal effects n.e.c.","Euro Million","797"
"Consumption of Personal Income at Current Market Prices","2020","CP124 - Social protection","Euro Million","830"
"Consumption of Personal Income at Current Market Prices","2020","CP125 - Insurance","Euro Million","2148"
"Consumption of Personal Income at Current Market Prices","2020","CP126 - Financial services n.e.c.","Euro Million","2357"
"Consumption of Personal Income at Current Market Prices","2020","CP127 - Other services n.e.c.","Euro Million","526"
"Consumption of Personal Income at Current Market Prices","2020","Households Expenditure on Goods and Services in Ireland","Euro Million","92866"
"Consumption of Personal Income at Current Market Prices","2020","Total Expenditure of Households (National Concept)","Euro Million","93059"
"Consumption of Personal Income at Current Market Prices","2020","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","1762"
"Consumption of Personal Income at Current Market Prices","2020","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","7280"
"Consumption of Personal Income at Current Market Prices","2020","CP141 - Government - Housing","Euro Million","1002"
"Consumption of Personal Income at Current Market Prices","2020","CP142 - Government - Health","Euro Million","4970"
"Consumption of Personal Income at Current Market Prices","2020","CP143 - Government - Recreation & Culture","Euro Million","2"
"Consumption of Personal Income at Current Market Prices","2020","CP144 - Government - Education","Euro Million","819"
"Consumption of Personal Income at Current Market Prices","2020","CP145 - Government - Social Protection","Euro Million","488"
"Consumption of Personal Income at Current Market Prices","2020","Expenditure outside the State","Euro Million","2123"
"Consumption of Personal Income at Current Market Prices","2020","Expenditure by non-residents","Euro Million","1931"
"Consumption of Personal Income at Current Market Prices","2020","158. Personal consumption of goods and services at current market prices","Euro Million","102101"
"Consumption of Personal Income at Current Market Prices","2020","159. Taxes on personal income and wealth","Euro Million","36118"
"Consumption of Personal Income at Current Market Prices","2020","160. Total personal expenditure","Euro Million","138218"
"Consumption of Personal Income at Current Market Prices","2020","160.1 General Government expenditure on goods and services provided to Households (= Social transfers in kind via non-market production by Government D631)","Euro Million","24991"
"Consumption of Personal Income at Current Market Prices","2020","160.2 Actual Individual Consumption at current market prices (= items 158 + 160.1)","Euro Million","127092"
"Consumption of Personal Income at Current Market Prices","2021","CP01 - Food and non-alcoholic beverages","Euro Million","11041"
"Consumption of Personal Income at Current Market Prices","2021","CP011 - Food","Euro Million","9967"
"Consumption of Personal Income at Current Market Prices","2021","CP012 - Non-alcoholic beverages","Euro Million","1073"
"Consumption of Personal Income at Current Market Prices","2021","CP02 - Alcoholic beverages, tobacco and narcotics","Euro Million","5653"
"Consumption of Personal Income at Current Market Prices","2021","CP021 - Alcoholic beverages","Euro Million","2694"
"Consumption of Personal Income at Current Market Prices","2021","CP022 - Tobacco","Euro Million","2041"
"Consumption of Personal Income at Current Market Prices","2021","CP023 - Narcotics","Euro Million","919"
"Consumption of Personal Income at Current Market Prices","2021","CP03 - Clothing and footwear","Euro Million","4902"
"Consumption of Personal Income at Current Market Prices","2021","CP031 - Clothing","Euro Million","4010"
"Consumption of Personal Income at Current Market Prices","2021","CP032 - Footwear","Euro Million","892"
"Consumption of Personal Income at Current Market Prices","2021","CP04 - Housing, water, electricity, gas and other fuels","Euro Million","27813"
"Consumption of Personal Income at Current Market Prices","2021","CP041 - Actual rentals for housing","Euro Million","5706"
"Consumption of Personal Income at Current Market Prices","2021","CP042 - Imputed rentals for housing","Euro Million","17267"
"Consumption of Personal Income at Current Market Prices","2021","CP043 - Maintenance and repair of the dwelling","Euro Million","240"
"Consumption of Personal Income at Current Market Prices","2021","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","349"
"Consumption of Personal Income at Current Market Prices","2021","CP045 - Electricity, gas and other fuels","Euro Million","4252"
"Consumption of Personal Income at Current Market Prices","2021","CP05 - Furnishings, household equipment and routine household maintenance","Euro Million","4760"
"Consumption of Personal Income at Current Market Prices","2021","CP051 - Furniture and furnishings, carpets and other floor coverings","Euro Million","1611"
"Consumption of Personal Income at Current Market Prices","2021","CP052 - Household textiles","Euro Million","494"
"Consumption of Personal Income at Current Market Prices","2021","CP053 - Household appliances","Euro Million","566"
"Consumption of Personal Income at Current Market Prices","2021","CP054 - Glassware, tableware and household utensils","Euro Million","220"
"Consumption of Personal Income at Current Market Prices","2021","CP055 - Tools and equipment for house and garden","Euro Million","292"
"Consumption of Personal Income at Current Market Prices","2021","CP056 - Goods and services for routine household maintenance","Euro Million","1578"
"Consumption of Personal Income at Current Market Prices","2021","CP06 - Health","Euro Million","5457"
"Consumption of Personal Income at Current Market Prices","2021","CP061 - Medical products, appliances and equipment","Euro Million","1219"
"Consumption of Personal Income at Current Market Prices","2021","CP062 - Out-patient services","Euro Million","1741"
"Consumption of Personal Income at Current Market Prices","2021","CP063 - Hospital services","Euro Million","2497"
"Consumption of Personal Income at Current Market Prices","2021","CP07 - Transport","Euro Million","10148"
"Consumption of Personal Income at Current Market Prices","2021","CP071 - Purchase of vehicles","Euro Million","3706"
"Consumption of Personal Income at Current Market Prices","2021","CP072 - Operation of personal transport equipment","Euro Million","5016"
"Consumption of Personal Income at Current Market Prices","2021","CP073 - Transport services","Euro Million","1426"
"Consumption of Personal Income at Current Market Prices","2021","CP08 - Communications","Euro Million","2793"
"Consumption of Personal Income at Current Market Prices","2021","CP081 - Postal services","Euro Million","94"
"Consumption of Personal Income at Current Market Prices","2021","CP082 - Telephone and telefax equipment","Euro Million","258"
"Consumption of Personal Income at Current Market Prices","2021","CP083 - Telephone and telefax services","Euro Million","2440"
"Consumption of Personal Income at Current Market Prices","2021","CP09 - Recreation and culture","Euro Million","6981"
"Consumption of Personal Income at Current Market Prices","2021","CP091 - Audio-visual, photographic and information processing equipment","Euro Million","588"
"Consumption of Personal Income at Current Market Prices","2021","CP092 - Other major durables for recreation and culture","Euro Million","33"
"Consumption of Personal Income at Current Market Prices","2021","CP093 - Other recreational items and equipment, gardens and pets","Euro Million","1305"
"Consumption of Personal Income at Current Market Prices","2021","CP094 - Recreational and cultural services","Euro Million","3583"
"Consumption of Personal Income at Current Market Prices","2021","CP095 - Newspapers, books and stationery","Euro Million","798"
"Consumption of Personal Income at Current Market Prices","2021","CP096 - Package holidays","Euro Million","674"
"Consumption of Personal Income at Current Market Prices","2021","CP10 - Education","Euro Million","1765"
"Consumption of Personal Income at Current Market Prices","2021","CP101 - Pre-primary and primary education","Euro Million","159"
"Consumption of Personal Income at Current Market Prices","2021","CP102 - Secondary education","Euro Million","164"
"Consumption of Personal Income at Current Market Prices","2021","CP103 - Post-secondary non-tertiary education","Euro Million","15"
"Consumption of Personal Income at Current Market Prices","2021","CP104 - Tertiary education","Euro Million","1359"
"Consumption of Personal Income at Current Market Prices","2021","CP105 - Education not definable by level","Euro Million","67"
"Consumption of Personal Income at Current Market Prices","2021","CP11 - Restaurants and hotels","Euro Million","12572"
"Consumption of Personal Income at Current Market Prices","2021","CP111 - Catering services","Euro Million","10905"
"Consumption of Personal Income at Current Market Prices","2021","CP112 - Accommodation services","Euro Million","1667"
"Consumption of Personal Income at Current Market Prices","2021","CP12 - Miscellaneous goods and services","Euro Million","10816"
"Consumption of Personal Income at Current Market Prices","2021","CP121 - Personal care","Euro Million","2914"
"Consumption of Personal Income at Current Market Prices","2021","CP123 - Personal effects n.e.c.","Euro Million","929"
"Consumption of Personal Income at Current Market Prices","2021","CP124 - Social protection","Euro Million","907"
"Consumption of Personal Income at Current Market Prices","2021","CP125 - Insurance","Euro Million","2664"
"Consumption of Personal Income at Current Market Prices","2021","CP126 - Financial services n.e.c.","Euro Million","2725"
"Consumption of Personal Income at Current Market Prices","2021","CP127 - Other services n.e.c.","Euro Million","575"
"Consumption of Personal Income at Current Market Prices","2021","Households Expenditure on Goods and Services in Ireland","Euro Million","104700"
"Consumption of Personal Income at Current Market Prices","2021","Total Expenditure of Households (National Concept)","Euro Million","104576"
"Consumption of Personal Income at Current Market Prices","2021","CP13 - Expenditure of NPISH on goods and services provided to households (P31)","Euro Million","1718"
"Consumption of Personal Income at Current Market Prices","2021","CP14 - General Government expenditure on goods and services provided to Households","Euro Million","8003"
"Consumption of Personal Income at Current Market Prices","2021","CP141 - Government - Housing","Euro Million","1162"
"Consumption of Personal Income at Current Market Prices","2021","CP142 - Government - Health","Euro Million","5247"
"Consumption of Personal Income at Current Market Prices","2021","CP143 - Government - Recreation & Culture","Euro Million","1"
"Consumption of Personal Income at Current Market Prices","2021","CP144 - Government - Education","Euro Million","987"
"Consumption of Personal Income at Current Market Prices","2021","CP145 - Government - Social Protection","Euro Million","606"
"Consumption of Personal Income at Current Market Prices","2021","Expenditure outside the State","Euro Million","1965"
"Consumption of Personal Income at Current Market Prices","2021","Expenditure by non-residents","Euro Million","2090"
"Consumption of Personal Income at Current Market Prices","2021","158. Personal consumption of goods and services at current market prices","Euro Million","114296"
"Consumption of Personal Income at Current Market Prices","2021","159. Taxes on personal income and wealth","Euro Million","42572"
"Consumption of Personal Income at Current Market Prices","2021","160. Total personal expenditure","Euro Million","156868"
"Consumption of Personal Income at Current Market Prices","2021","160.1 General Government expenditure on goods and services provided to Households (= Social transfers in kind via non-market production by Government D631)","Euro Million","27176"
"Consumption of Personal Income at Current Market Prices","2021","160.2 Actual Individual Consumption at current market prices (= items 158 + 160.1)","Euro Million","141472"
"Consumption of Personal Income at Current Market Prices","2022","CP01 - Food and non-alcoholic beverages","Euro Million","11992"
"Consumption of Personal Income at Current Market Prices","2022","CP011 - Food","Euro Million","10891"
"Consumption of Personal Income at Current Market Prices","2022","CP012 - Non-alcoholic beverages","Euro Million","1101"
"Consumption of Personal Income at Current Market Prices","2022","CP02 - Alcoholic beverages, tobacco and narcotics","Euro Million","5422"
"Consumption of Personal Income at Current Market Prices","2022","CP021 - Alcoholic beverages","Euro Million","2690"
"Consumption of Personal Income at Current Market Prices","2022","CP022 - Tobacco","Euro Million","1803"
"Consumption of Personal Income at Current Market Prices","2022","CP023 - Narcotics","Euro Million","929"
"Consumption of Personal Income at Current Market Prices","2022","CP03 - Clothing and footwear","Euro Million","5466"
"Consumption of Personal Income at Current Market Prices","2022","CP031 - Clothing","Euro Million","4355"
"Consumption of Personal Income at Current Market Prices","2022","CP032 - Footwear","Euro Million","1111"
"Consumption of Personal Income at Current Market Prices","2022","CP04 - Housing, water, electricity, gas and other fuels","Euro Million","32421"
"Consumption of Personal Income at Current Market Prices","2022","CP041 - Actual rentals for housing","Euro Million","6393"
"Consumption of Personal Income at Current Market Prices","2022","CP042 - Imputed rentals for housing","Euro Million","18987"
"Consumption of Personal Income at Current Market Prices","2022","CP043 - Maintenance and repair of the dwelling","Euro Million","246"
"Consumption of Personal Income at Current Market Prices","2022","CP044 - Water supply and miscellaneous services relating to the dwelling","Euro Million","361"
"Consumption of Personal Income at Current Market Prices","2022","CP045 - Electricity, gas and other fuels","Euro Million","6434"
