"Statistic Label","Year","NUTS 2 Region","UNIT","VALUE"
"Index of Disposable Income per Person (excluding Rent)","2006","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2006","Northern & Western","State=100","92.0554179121727"
"Index of Disposable Income per Person (excluding Rent)","2006","Southern","State=100","105.160107202513"
"Index of Disposable Income per Person (excluding Rent)","2006","Eastern & Midland","State=100","99.3072137916063"
"Index of Disposable Income per Person (excluding Rent)","2007","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2007","Northern & Western","State=100","94.4518769479304"
"Index of Disposable Income per Person (excluding Rent)","2007","Southern","State=100","104.894358843429"
"Index of Disposable Income per Person (excluding Rent)","2007","Eastern & Midland","State=100","98.5906218747942"
"Index of Disposable Income per Person (excluding Rent)","2008","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2008","Northern & Western","State=100","95.0420860405126"
"Index of Disposable Income per Person (excluding Rent)","2008","Southern","State=100","105.05164903261"
"Index of Disposable Income per Person (excluding Rent)","2008","Eastern & Midland","State=100","98.261022110122"
"Index of Disposable Income per Person (excluding Rent)","2009","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2009","Northern & Western","State=100","96.3231358289035"
"Index of Disposable Income per Person (excluding Rent)","2009","Southern","State=100","105.164976426282"
"Index of Disposable Income per Person (excluding Rent)","2009","Eastern & Midland","State=100","97.7514614040362"
"Index of Disposable Income per Person (excluding Rent)","2010","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2010","Northern & Western","State=100","96.9652411754852"
"Index of Disposable Income per Person (excluding Rent)","2010","Southern","State=100","105.21320742949"
"Index of Disposable Income per Person (excluding Rent)","2010","Eastern & Midland","State=100","97.4860857651193"
"Index of Disposable Income per Person (excluding Rent)","2011","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2011","Northern & Western","State=100","98.7761198882732"
"Index of Disposable Income per Person (excluding Rent)","2011","Southern","State=100","104.721154764444"
"Index of Disposable Income per Person (excluding Rent)","2011","Eastern & Midland","State=100","97.1693066718994"
"Index of Disposable Income per Person (excluding Rent)","2012","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2012","Northern & Western","State=100","97.6120516313727"
"Index of Disposable Income per Person (excluding Rent)","2012","Southern","State=100","105.548949383164"
"Index of Disposable Income per Person (excluding Rent)","2012","Eastern & Midland","State=100","97.0110102075366"
"Index of Disposable Income per Person (excluding Rent)","2013","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2013","Northern & Western","State=100","97.7492859125935"
"Index of Disposable Income per Person (excluding Rent)","2013","Southern","State=100","104.727348692186"
"Index of Disposable Income per Person (excluding Rent)","2013","Eastern & Midland","State=100","97.5325730878583"
"Index of Disposable Income per Person (excluding Rent)","2014","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2014","Northern & Western","State=100","98.8143595622168"
"Index of Disposable Income per Person (excluding Rent)","2014","Southern","State=100","105.203206584479"
"Index of Disposable Income per Person (excluding Rent)","2014","Eastern & Midland","State=100","96.8248057211593"
"Index of Disposable Income per Person (excluding Rent)","2015","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2015","Northern & Western","State=100","98.2919515794516"
"Index of Disposable Income per Person (excluding Rent)","2015","Southern","State=100","105.274899880257"
"Index of Disposable Income per Person (excluding Rent)","2015","Eastern & Midland","State=100","97.0076592158508"
"Index of Disposable Income per Person (excluding Rent)","2016","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2016","Northern & Western","State=100","96.9745503293581"
"Index of Disposable Income per Person (excluding Rent)","2016","Southern","State=100","104.711155273274"
"Index of Disposable Income per Person (excluding Rent)","2016","Eastern & Midland","State=100","97.8921228179448"
"Index of Disposable Income per Person (excluding Rent)","2017","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2017","Northern & Western","State=100","96.1410940651899"
"Index of Disposable Income per Person (excluding Rent)","2017","Southern","State=100","105.010786612804"
"Index of Disposable Income per Person (excluding Rent)","2017","Eastern & Midland","State=100","97.9951185987961"
"Index of Disposable Income per Person (excluding Rent)","2018","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2018","Northern & Western","State=100","96.4216551644324"
"Index of Disposable Income per Person (excluding Rent)","2018","Southern","State=100","103.355885890761"
"Index of Disposable Income per Person (excluding Rent)","2018","Eastern & Midland","State=100","99.0181023508762"
"Index of Disposable Income per Person (excluding Rent)","2019","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2019","Northern & Western","State=100","95.6289559923352"
"Index of Disposable Income per Person (excluding Rent)","2019","Southern","State=100","102.175878644821"
"Index of Disposable Income per Person (excluding Rent)","2019","Eastern & Midland","State=100","100.100476227456"
"Index of Disposable Income per Person (excluding Rent)","2020","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2020","Northern & Western","State=100","98.1915654011247"
"Index of Disposable Income per Person (excluding Rent)","2020","Southern","State=100","101.593647127392"
"Index of Disposable Income per Person (excluding Rent)","2020","Eastern & Midland","State=100","99.5742567692287"
"Index of Disposable Income per Person (excluding Rent)","2021","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2021","Northern & Western","State=100","95.6858740626266"
"Index of Disposable Income per Person (excluding Rent)","2021","Southern","State=100","102.468689065129"
"Index of Disposable Income per Person (excluding Rent)","2021","Eastern & Midland","State=100","99.8828080305071"
"Index of Disposable Income per Person (excluding Rent)","2022","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2022","Northern & Western","State=100","94.908248026137"
"Index of Disposable Income per Person (excluding Rent)","2022","Southern","State=100","103.009269961877"
"Index of Disposable Income per Person (excluding Rent)","2022","Eastern & Midland","State=100","99.7985386383055"
"Index of Disposable Income per Person (excluding Rent)","2023","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2023","Northern & Western","State=100","93.5137199295779"
"Index of Disposable Income per Person (excluding Rent)","2023","Southern","State=100","101.511781175307"
"Index of Disposable Income per Person (excluding Rent)","2023","Eastern & Midland","State=100","101.311748572126"
"Index of Disposable Income per Person (excluding Rent)","2024","Ireland","State=100","100"
"Index of Disposable Income per Person (excluding Rent)","2024","Northern & Western","State=100","92.1985858911765"
"Index of Disposable Income per Person (excluding Rent)","2024","Southern","State=100","100.493752685401"
"Index of Disposable Income per Person (excluding Rent)","2024","Eastern & Midland","State=100","102.46635452689"
